artist.name,artist_mbtags,artist_mbtags_count,duration,familiarity,loudness,release.name,tempo,terms,title,year,,,,,
Clarence Fountain,,0,312.08444,0.449759246,-19.137,Collector's Edition,122.18,southern gospel,Beams Of Heaven,0,,,,,
Franco,,0,217.86077,0.600486543,-8.731,Retro Years,149.985,soukous,On and on,0,,,,,
Foo Fighters,rock,4,313.10322,0.839275393,-12.584,In Your Honour,110.742,grunge,Still,2005,,,,,
Elephant Man,hip hop rnb and dance hall,1,232.95955,0.747815369,-6.449,Unstoppable Riddim,122.189,dancehall,informa,0,,,,,
Lightnin' Hopkins,american,1,70.53016,0.709198455,-17.332,Jake Head Boogie,94.807,texas blues,Everyday I Have The Blues,1999,,,,,
Extrabreit,german,2,248.86812,0.580204476,-5.004,Das letzte Gefecht/Live,138.517,new wave,FA1/4r mich soll's rote Rosen regnen,1993,,,,,
Vixen,,0,259.60444,0.606102515,-14.109,Vixen,124.67,gabba,American Dream,1988,,,,,
A-Studio,,0,421.27628,0.440158294,-9.657,S.O.S.,127.307,progressive house,S.O.S.,0,,,,,
Planet P Project,,0,74.762,0.426667857,-19.121,Pink World,117.815,new wave,A Boy Who Can't Talk Part 2,1984,,,,,
Tom Petty And The Heartbreakers,classic pop and rock,1,254.98077,0.779838092,-7.72,Four Christmases,138.916,heartland rock,Christmas All Over Again,0,,,,,
Thirst,,0,237.5571,0.569425579,-5.801,Thirst,86.459,post-grunge,Planet E.,0,,,,,
Faithless,british,3,197.79873,0.813013089,-7.133,Live At Alexandra Palace,90.718,progressive house,I Want More - Part 1,0,,,,,
F.I.R.,chinese,1,232.48934,0.537385267,-6.388,Let's Smile !,85.96,chinese music,I Am Here,2009,,,,,
John Mayall & The Bluesbreakers,rock,2,129.48853,0.626803106,-6.316,Bluesbreakers With Eric Clapton - Deluxe Edition,117.73,blues-rock,I'm Your Witchdoctor,1988,,,,,
The Edgar Broughton Band,uk,1,594.85995,0.524008172,-9.607,Keep Them Freaks A Rollin' - Live At Abbey Road,131.184,protopunk,Out Demons Out (Live) (2004 Digital Remaster),0,,,,,
Eurythmics,british,2,305.10975,0.75100762,-12.602,3 Originals,140.549,dance rock,Better To Have Lost In Love (Than Never To Have Loved),0,,,,,
Boyz II Men,soul and reggae,1,245.75955,0.790922848,-7.943,Cooleyhighharmony - Expanded Edition,112.258,new jack swing,Motownphilly,1991,,,,,
Jay & The Americans,,0,173.58322,0.547325147,-16.685,Come A Little Bit Closer,86.442,soft rock,Tomorrow,1990,,,,,
1. Futurologischer Congress,,0,135.41832,0.374763103,-13.587,Wer spricht,164.35,kraut rock,Tokyo,0,,,,,
Seguridad Social,,0,278.38649,0.5623863,-8.978,Que No Se Extinga La Llama!,174.037,rumba,Un Pensamiento,1991,,,,,
Malefaction,,0,51.12118,0.39821877,-3.642,Crush The Dream,120.112,grindcore,Abused And Unloved,0,,,,,
Champion Jack Dupree,,0,254.24934,0.538084829,-8.61,The Sonet Blues Story,178.929,piano blues,One Scotch_ One Bourbon_ One Beer,0,,,,,
Red Foley,,0,122.51383,0.481703586,-10.64,Hillbilly Fever,98.173,country gospel,Choc'late Ice Cream Cone,0,,,,,
Metallica,metal,9,311.19628,0.864143219,-9.507,Kill 'Em All,88.73,speed metal,Metal Militia,1982,,,,,
Rui Da Silva,portuguese,2,437.28934,0.625186798,-8.649,On My Mind - Remixes Part 2 (feat. Ben Onono),127.993,progressive house,On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub),0,,,,,
Space Opera,,0,68.41424,0.408514706,-6.157,Space Opera II,107.969,new beat,Awake II,0,,,,,
Beastie Boys,hip hop,2,132.51873,0.853124523,-14.421,Ill Communication,142.409,hip hop,Eugene's Lament,1994,,,,,
The Stooges,classic pop and rock,1,27.0624,0.732603394,-10.77,1970: The Complete Fun House Sessions,26.663,experimental rock,Lost In The Future (False Start -#1),0,,,,,
Rajery,,0,294.24281,0.481773107,-10.836,Volontany,153.922,future jazz,Mihodina ny tany,0,,,,,
Johnny Horton,country,1,132.23138,0.610427725,-11.806,Honky Tonk Man:  The Essential Johnny Horton 1956-1960,179.49,country rock,The Woman I Need (Honky Tonk Mind),2000,,,,,
Johnny Carver,,0,169.27302,0.315759909,-20.088,Tie A Yellow Ribbon,163.081,country,Goodtime Charlie's Got The Blues,0,,,,,
Freddie King,classic pop and rock,1,332.45995,0.609636698,-13.607,The Four Kings Of Blues Guitar,159.869,texas blues,Key To The Highway,1971,,,,,
Sukhbir,,0,339.87873,0.44680127,-10.136,Dil Kare,180.025,bhangra,Balle Balle,0,,,,,
Pyrolator,,0,180.24444,0.456620687,-8.045,Wunderland (plus Bonustracks),90.248,hard trance,Passage To Melilla,2005,,,,,
Atreyu,,0,74.34404,0.821844255,-20.639,The Curse,90.625,post-hardcore,Blood Children (an Introduction) (Album Version),2004,,,,,
Beogradski Sindikat,,0,298.68363,0.520002445,-3.234,Bssst.....Tisincina!,190.042,hip hop,Plejersko ponasanje,0,,,,,
Bomb Squad,,0,115.69587,0.529680673,-8.169,Before The L.O.X.,175.708,funk rock,Never Be (Bonus Track),0,,,,,
Ms. Dynamite,rnb,1,56.13669,0.589694605,-15.339,A Little Deeper,112.991,grime,Natural High (Interlude),2002,,,,,
Dixie Chicks,country,1,201.16853,0.827409365,-7.279,Fly,153.447,bluegrass,Hole In My Head,1999,,,,,
Cartel,,0,234.1873,0.757801082,-4.619,Cartel,151.956,progressive rock,Georgia,0,,,,,
Josh Turner,,0,207.93424,0.791801556,-5.628,Long Black Train,87.029,americana,What It Ain't,0,,,,,
Anneli Drecker,,0,262.50404,0.505115115,-6.808,Tundra,120.196,downtempo,Fire Alarm,0,,,,,
Otis Spann,,0,318.22322,0.534464352,-9.154,The Complete Blue Horizon Sessions,114.241,piano blues,Someday Baby,1995,,,,,
Janis Joplin,american,2,205.53098,0.803810768,-10.514,Cheap Thrills/Kozmic Blues/Pearl,74.961,blues-rock,Get It While You Can,1971,,,,,
Dexys Midnight Runners,uk,1,202.39628,0.679793556,-8.211,The Projected Passion Revue,119.448,folk rock,Spiritual Passion (aka Dubious),2007,,,,,
Bad Company,uk,1,296.12363,0.696816892,-9.045,Hard Rock Live,130.049,blues-rock,Simple Man,1976,,,,,
Vangelis,greek,5,416.7571,0.772871995,-18.335,Antarctica / China,162.441,progressive rock,Other Side Of Antarctica,1983,,,,,
themselves,american,1,245.31546,0.628274449,-11.163,the no music.,80.051,experimental pop,You Devil You,2002,,,,,
Barbara Lynn,,0,156.42077,0.547485301,-16.796,Voices Of Americana: Barbara Lynn ,120.16,louisiana blues,It Aint No Good To be Good ,0,,,,,
King Diamond,,0,263.57506,0.783746918,-4.153,Abigail,140.582,heavy metal,Shrine (Reissue) (Album Version),0,,,,,
Pat Metheny / Charlie Haden,jazz and blues,1,373.41995,0.618296844,-23.149,Beyond The Missouri Sky,200.199,free jazz,Message To A Friend,0,,,,,
Dave Brockie Experience,,0,100.10077,0.484333758,-3.931,Diarrhea Of A Madman,187.232,shock rock,Too Much Stuff,2001,,,,,
Jay & The Americans,,0,149.89016,0.547325147,-10.623,Come A Little Bit Closer,131.01,soft rock,Let's Lock The Door (And Throw Away The Key),1990,,,,,
Beat Pharmacy,,0,569.46893,0.530030314,-14.698,The Singles Part 1,124.075,deep house,Floating (Edit),0,,,,,
Rhinoceros,,0,280.24118,0.573386724,-8.826,Rhinoceros,103.387,straight edge,You're My Girl (LP Version),2002,,,,,
Bury Your Dead,,0,151.71873,0.825962346,-5.016,Bury Your Dead,134.054,hardcore punk,A Devil's Ransom (Album Version),2008,,,,,
Williamson,,0,203.17995,0.478770834,-10.132,The Trashcan Electric E.P.,110.032,neofolk,Breathe Easy,2005,,,,,
Dilated Peoples,hip hop rnb and dance hall,1,236.59057,0.804838889,-8.695,Neighborhood Watch,88.176,turnablism,World On Wheels,2004,,,,,
Steinwolke,ndw,1,409.88689,0.455502036,-14.35,Die frA1/4hen Jahre,83.697,neue deutsche welle,Erinnerung an die Meseta,0,,,,,
Tiny Tim,,0,177.00526,0.593496044,-12.256,God Bless Tiny Tim: The Complete Reprise Studio Masters... And More,105.85,cabaret,Stay Down Here Where You Belong,1968,,,,,
Mind Furniture,,0,221.04771,0.031013499,-8.98,Hoop of Flame,84.57,progressive rock,Hoop of Flame (III. Between Two Worlds),0,,,,,
Drouz,,0,286.98077,0.433019437,-12.235,Drouz,85.187,lullaby,Turn Me Around,0,,,,,
Rajery,,0,219.48036,0.481773107,-8.236,Volontany,132.666,future jazz,Mahafinaritra,2005,,,,,
12 Gauge,,0,185.28608,0.480161598,-12.673,Dawg Call (Who Let the Dawgs Out),85.078,dirty rap,Dawg Call (Acappella),0,,,,,
Die Bandbreite,,0,289.38404,0.540862497,-5.515,Komplett durch,90.889,hip pop,Try to live,0,,,,,
Alan Silvestri,american,1,81.50159,0.629301806,-18.114,Night At The Museum,84.615,country rock,Full House,2006,,,,,
Helmet,rock and indie,1,220.31628,0.776598968,-10.291,Betty,144.447,rapcore,Tic,1994,,,,,
Dynamite Deluxe,german,2,86.67383,0.633402342,-10.182,Deluxe Soundsystem,93.298,hip hop,Zap Zap,2000,,,,,
Bill Murk,,0,170.26567,0.184250147,-12.748,Intercessor,104.981,hard house,Morning Has Broken,0,,,,,
Jawoll,ndw,1,235.31057,0.44261828,-8.025,Hier ist Berlin! - Dieter Thomas Heck prA$?s.: Die NDW Hits,151.211,new wave,Rendezvous - Ich hab' Dich seit langem nicht gesehen,1990,,,,,
The Baltimore Consort,,0,614.00771,0.425723658,-21.925,A Trip to Killburn,130.572,early music,The Beautiful Shepherdess of Arcadia,1996,,,,,
Foo Fighters,rock,4,270.47138,0.839275393,-2.512,ONE BY ONE,157.739,grunge,Overdrive,2002,,,,,
Sivuca & ClAPS Brasil,,0,234.16118,0.479620747,-8.32,Terra EsperanASSa,134.99,brazilian jazz,Visitando ZabelAa,0,,,,,
Rod Piazza & The Mighty Flyers,blues,1,257.2273,0.509984625,-8.244,For The Chosen Who,117.267,blues-rock,She Made My Blood Run Cold,0,,,,,
Primordial,,0,264.88118,0.751040126,-5.225,Imrama,87.643,folk metal,Here I Am King,1995,,,,,
Michael Stanley Band,,0,173.42649,0.44276965,-8.729,North Coast,158.057,heartland rock,Chemistry,1981,,,,,
Willie Clancy,,0,102.37342,0.346236811,-11.106,Willie Clancy The Gold Ring,78.188,disco,Jig: A Chailleach_ do Mharais MA(c),0,,,,,
Planet P Project,,0,271.82975,0.426667857,-5.902,1931,99.995,new wave,Join The Parade (Album Version),0,,,,,
Ragheb Alama,,0,340.53179,0.554226467,-6.415,The Selections-Special Edition,101.814,arabesque,Albi Eshiha,0,,,,,
Jay PA(c)rez,,0,196.12689,0.55010385,-12.209,Te Llevo En Mi,94.815,tejano,Si Tu Regresas,0,,,,,
Pee Wee King,,0,182.282,0.408071911,-13.995,The Fabulous Fifties Vol 4,133.792,western swing,Slow Poke,1989,,,,,
Patsy Cline,country,1,168.95955,0.656728903,-5.176,Music Trends - Country Busters,91.01,country rock,A Poor Man's Roses,1961,,,,,
Solitaire,,0,492.45995,0.537968819,-6.08,Unreleased Tracks & B-Sides,126.294,deep house,I Still Want Your Love (Extended Mix),0,,,,,
MAPtley CrA1/4e,rock and indie,1,260.04853,0.724284927,-8.209,New Tattoo,132.131,heavy metal,Hell On High Heels,2000,,,,,
Simon Harris,,0,180.92363,0.39076084,-16.595,The Ultimate Breakbeat Collection,104.259,hip house,You Got Soul Loop (104bpm),0,,,,,
US Coast Guard Band,,0,200.41098,0.338383263,-18.636,Patriotic Pride,67.126,patriotic,America The Beautiful,0,,,,,
Alvino Rey And His Orchestra,,0,193.74975,0.366678331,-18.272,Big Band Favourites Vol 1,101.307,space age pop,My Buddy,2005,,,,,
CoCo Lee,,0,860.39465,0.473486936,-5.094,Everyone Love The Live Concert Of Ms. Charming CoCo,131.622,dance pop,Sunny Day,0,,,,,
Pale Forest,,0,183.61424,0.522679339,-7.909,Transformation Hymns,77.926,gothic rock,Karma Violins,0,,,,,
Nestor Torres,,0,277.7073,0.485921286,-8.238,Sin Palabras (Without Words),85.009,latin jazz,Lluvias De Cristal,0,,,,,
Irwin Goodman,finnish,1,119.06567,0.517480572,-10.854,Lauluja elokuvasta Rentun Ruusu,111.562,german pop,Raha ratkaisee,1966,,,,,
Jane's Addiction,rock and indie,1,185.15546,0.711893809,-8.794,Nothing's Shocking,223.387,alternative metal,Standing In The Shower... Thinking ( LP Version ),1988,,,,,
Mystic Revelation of Rastafari,,0,118.282,0.376419611,-27.815,Grounation,84.895,roots reggae,Song,0,,,,,
Isabel Pantoja,,0,329.32526,0.496152636,-6.851,Sinfonia De La Copla,70.214,flamenco,13 De Mayo,0,,,,,
Cancer Bats,rock and indie,1,160.26077,0.689800593,-4.214,Bears_ Mayors_ Scraps and Bones,168.901,southern rock,Dead Wrong,2010,,,,,
Captain Hollywood Project,electronic,1,372.27057,0.524821393,-8.255,All I Want,109.85,dance pop,All I Want,1993,,,,,
Roy Rogers,,0,138.762,0.510367933,-10.938,A Man from Duck Run/The Country Side of Roy Rogers,193.626,western swing,I Never Picked Cotton,0,,,,,
Johnny Nash,classic pop and rock,1,187.0624,0.593420296,-16.404,The Quiet Hour,86.128,reggae,I See God,0,,,,,
Ismael DueA+-as,,0,533.34159,0.374938856,-17.241,Diversions,96.779,nu jazz,Strange meeting,0,,,,,
Marc Lavoine,french,1,203.15383,0.573527313,-10.824,C'Est Ca Lavoine,116.646,chanson,Je N'ai Plus Rien A Te Donner,0,,,,,
John Mayer,,0,301.13914,0.837947909,-13.651,Inside Wants Out,167.489,rock,Comfortable,0,,,,,
Big Mama Thornton with Kansas Bill and his Orchestra,,0,169.84771,0.570506936,-7.96,A Lesson in Rock,148.907,texas blues,Hound Dog,1953,,,,,
Roy Drusky,,0,130.53342,0.378347969,-14.912,Heart Over Mind,140.26,country rock,Worried Mind,0,,,,,
Jeanne Pruett,,0,193.01832,0.39884632,-18.612,Satin Sheets,113.384,classic country,Love Me,1973,,,,,
Mariano Yanani,,0,212.06159,0.379734512,-14.334,Babies Go U2,160.026,lullaby,Stuck In A Moment You can't Get Out Of,2003,,,,,
The Irish Rovers,celtic,1,132.25751,0.589314502,-12.948,Upon A Shamrock Shore/Songs Of Ireland And The Irish,189.817,irish folk,Up Among The Heather,0,,,,,
Wilks featuring jah mason,,0,249.75628,0.351182454,-7.376,It's a shame,70.708,hip hop,Have fi pray,0,,,,,
Angelo Badalamenti,soundtrack,3,209.89342,0.698770478,-17.363,The Edge Of Love,36.279,chill-out,Vera Begs Dylan,0,,,,,
J.J. Cale,classic pop and rock,1,160.62649,0.67577137,-15.6,#8,136.273,blues-rock,Losers,1983,,,,,
Bert Kaempfert And His Orchestra,,0,175.38567,0.386291901,-11.999,One Lonely Night,84.881,orchestra,Games People Play,0,,,,,
All Shall Persih,american,2,215.61424,0.741848576,-2.685,The Price Of Existence,99.963,death core,The True Beast,2006,,,,,
John Digweed,house,1,460.79955,0.703229577,-7.569,Clubplanet Volume 1,125.015,progressive house,Warung Beach,0,,,,,
White Heart,,0,285.43955,0.477364753,-10.88,Powerhouse,96.911,ccm,Answer The Call (Powerhouse Album Version),0,,,,,
Vanessa Bell Armstrong,,0,273.24036,0.573843116,-9.224,Praise & Worship,47.761,gospel,Wonderful One,0,,,,,
Dropline,,0,239.20281,0.407528766,-4.372,You Are Here,161.988,grime,Fly Away From Here (Graduation Day) (Album Version),0,,,,,
Tommy Sands,,0,142.49751,0.406801997,-18.859,Sing Boy Sing,95.836,rockabilly,A Bundle Of Dreams,0,,,,,
Missy Higgins,,0,171.38893,0.77087265,-10.709,The Sound Of White - Australian Version,125.741,singer-songwriter,Don't Ever (Album Version),0,,,,,
Hi-Fi Companions,,0,464.5873,0.387295691,-7.818,Swingers In Paradise,130.005,future jazz,Amoria,2003,,,,,
Jope Ruonansuu,finnish,1,188.96934,0.464362591,-8.058,Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite,180.068,parody,Aattelepa ite,2004,,,,,
Charlie Patton,blues,1,173.322,0.574300068,-30.53,A Spoonful Blues  Vol 1,100.795,delta blues,34 Blues,1934,,,,,
Mr. Kilombo,,0,217.7824,0.522808285,-5.023,El lado gamberro,106.028,rumba,De la mano de un chulo,0,,,,,
Marlene Dietrich,german,1,158.45832,0.616896386,-15.2,Marlene Dietrich,99.36,chanson,Laziest Gal In Town,1991,,,,,
Adalberto Santiago,,0,299.93751,0.415487694,-3.533,Adalberto,205.885,salsa,Tu Me Desesperas,1977,,,,,
Eddie,,0,170.08281,0.622684167,-5.037,Metropolitano,175.01,frevo,Lombrigas e os vermes,0,,,,,
Los Fabulosos Cadillacs,ska,1,239.67302,0.774037142,-4.879,Vasos VacAos,214.941,ska,Manuel SantillA!n_ El LeA3n (VersiA3n Reggae),1993,,,,,
Akon,hip hop rnb and dance hall,1,249.39057,1,-6.124,Don't Matter,125.328,hip hop,Don't Matter,2006,,,,,
V Sinizter,,0,205.73995,0.511639055,-5.573,Morning Star: Soul Of The Beast,183.573,rap,Valentine's Day,0,,,,,
Richard Hawley And Death Ramps_ Arctic Monkeys,british,2,139.78077,0.81659671,-4.347,Teddy Picker,130.631,garage rock,Bad Woman,2007,,,,,
Stephan Micus,german,1,316.49914,0.561370907,-25.106,On the Wing,30.827,free improvisation,part 2 - Winterlight,2006,,,,,
Johnny Winter,slide guitar,1,315.92444,0.749711708,-10.381,The Best Of Johnny Winter,103.377,blues-rock,Be Careful With A Fool,1969,,,,,
Jean-Claude Darnal,,0,134.76526,0.177527312,-10.392,Ecoute mon enfant,164.942,chanson francaise,MA(c)lusine,0,,,,,
Raze,,0,213.91628,0.550303379,-4.984,The Plan,110.007,hip house,The Plan (The Plan Album Version),0,,,,,
Yank Rachell,,0,172.59057,0.489610125,-15.134,Legendary Country Blues Artists - CD C,104.579,country blues,It Seems Like A Dream,0,,,,,
Orbit,,0,183.95383,0.515312738,-12.958,La Mano,91.488,hardstyle,Break,0,,,,,
Kruger,,0,387.16036,0.532845303,-4.952,Dusha Izuvera,113.268,post-hardcore,Posledny Buntar`,0,,,,,
Slipknot,punk,1,294.00771,0.928936926,-4.557,Iowa,134.282,rap metal,Gently (Album Version),0,,,,,
Grachan Moncur III,jazz and blues,1,474.06975,0.445670422,-11.535,Evolution (Rudy Van Gelder Edition),152.213,free jazz,Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition),0,,,,,
Rick Astley,uk,1,192.10404,0.754917646,-11.551,Portrait,99.985,dance pop,Nature Boy,2005,,,,,
The Marx Brothers,,0,25.57342,0.423401377,-13.174,Horse Feathers / Animal Crackers,128.398,vaudeville,End Title/Animal Crackers,0,,,,,
Sylvester Weaver,,0,182.77832,0.370703604,-14.695,Sylvester Weaver Vol. 2 (1927),88.887,country blues,Alligator Blues,0,,,,,
Line Renaud - Dean Martin,,0,173.13914,0.470212296,-14.262,Collection Disques PathA(c),76.236,chanson,Two Sweety People,0,,,,,
Orbital,british,3,467.53914,0.693009204,-8.912,The Middle Of Nowhere,91.364,techno,I Don't Know You People,1999,,,,,
Jason Mraz,pop rock,1,740.46649,0.842972108,-10.798,Selections For Friends,173.468,alternative rock,Song For A Friend (Live From Montalvo),2007,,,,,
Lester Bowie,,0,327.18322,0.386753406,-24.901,All The Magic!,94.776,free jazz,Organic Echo (Part II),0,,,,,
Alejandro Lerner,,0,263.6273,0.556750823,-15.182,Lernertres,137.486,pop rock,No Hace Falta Que Lo Digas,1984,,,,,
Wolfchant,,0,208.56118,0.600546565,-5.05,A Pagan Storm,210.032,viking metal,Guardians Of The Forest,2007,,,,,
La 5A Estacion,,0,135.8624,0.46477944,-7.337,Primera Toma,155.041,pop rock,Ayer,0,,,,,
The Ataris,punk,1,257.85424,0.82785377,-3.115,So Long_ Astoria,151.401,pop punk,I Won't Spend Another Night Alone,1999,,,,,
Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd,soft rock,1,172.06812,0.676755655,-9.115,Singin' With The Big Bands,90.074,soft rock,Don't Sit Under The Apple Tree,1994,,,,,
Jacques Douai,,0,191.65995,0.313851152,-16.516,"Heritage - La Belle Se PromA""ne - BAM (1978)",108.283,chanson,Les Scieurs De Long,0,,,,,
Ronnie Milsap,,0,281.52118,0.63259242,-6.681,Then Sings My Soul: 24 Favorite Hymns & Gospel Songs,83.973,country rock,How Great Thou Art,0,,,,,
Marc Shaiman,composer,1,165.72036,0.510010871,-16.031,The Out of Towners,129.655,soundtrack,Fruits & Nuts,0,,,,,
Jacques Douai,,0,114.33751,0.313851152,-20.97,Heritage - RA(c)cital NAdeg5 & 6 - BAM (1958-1959),94.617,chanson,Mes Belles Amourettes,0,,,,,
DJ Slugo,,0,248.99873,0.559358631,-20.349,DJ Slugo Juke Chronicles Vol. 1,143.028,bass music,Bass To Bass,0,,,,,
SKOLD vs. KMFDM,swedish,1,303.22893,0.489298816,-6.272,SKOLD vs. KMFDM,85.03,heavy metal,All Or Nothing,0,,,,,
Legion Of Green Men,,0,396.77342,0.477823317,-6.924,Baqontraq,149.988,downtempo,Dubbaq,0,,,,,
Glen Ricks,,0,242.20689,0.329803211,-13.629,Fall In Love,168.203,lovers rock,Out Of My Mind,0,,,,,
Faces,uk,1,279.84934,0.625762202,-8.026,The Best Of Faces: Good Boys When They're Asleep,182.085,blues-rock,Stay With Me,1971,,,,,
Enslavement Of Beauty,,0,313.75628,0.546206711,-5.646,Traces O` Red,145.109,parody,And Still I Wither,1999,,,,,
Aynsley Lister,,0,227.10812,0.518518769,-9.77,Equilibrium,96.364,blues-rock,Crazy,2009,,,,,
David Raksin,,0,141.40036,0.331828198,-12.981,Hollywood Screen Gems - Vol 1,73.961,easy listening,The Bad And The Beautiful,0,,,,,
Facto Delafe y las flores azules,,0,100.362,0.636119207,-7.221,La luz de la maA+-ana,96.007,trip hop,Desde el este,2007,,,,,
Al Toomer,,0,225.90649,0.326907036,-15.494,Urban Messiah,113.282,stand-up comedy,Finish the Job,0,,,,,
Nick Ingman,production music,1,186.61832,0.4074304,-23.333,Quills,117.45,jazz funk,"The Marquis and the Scaffold (From ""Quills"")",0,,,,,
Utopia,,0,435.93098,0.543936552,-10.998,RA,110.301,new beat,Hiroshima,0,,,,,
John Brown,,0,113.97179,0.641525136,-8.65,Burbstrumentals_ Vol. 1,101.074,hard trance,Ms. Marseilles,0,,,,,
Toni Braxton,hip hop rnb and dance hall,1,258.48118,0.737972528,-4.745,More Than A Woman,91.066,dance pop,Let Me Show You The Way (Out),2002,,,,,
Tommy Overstreet,,0,169.22077,0.441586733,-16.735,The Best of Tommy Overstreet,93.72,country rock,If I Miss You Again Tonight,0,,,,,
Chris Brown,,0,182.22975,0.892688611,-6.649,Graffiti,66.696,r&b,I Love U,0,,,,,
Erkki Junkkarinen,,0,218.93179,0.404499596,-14.225,Vuosikirja 1976 - 50 hittiA$?,164.769,humppa,Nuoruusmuistoja,2002,,,,,
Charlie Peacock,,0,291.21261,0.481180212,-8.158,Love Life,100.862,ccm,After Lovin You (Love Life Album Version),1991,,,,,
Capone-N-Noreaga,,0,217.41669,0.585680704,-5.515,Channel 10,157.665,gangster rap,Beef,2009,,,,,
Patric C,,0,236.82567,0.429923215,-7.651,The Horrible Plans Of Flex Busterman,153.978,breakcore,Find The Office,0,,,,,
Kitaro,new age,1,410.06975,0.668087296,-10.282,Spiritual Garden,126.339,chill-out,Quasar,2006,,,,,
Jean-michel Rotin,,0,177.91955,0.509981343,-6.573,L'integrale,121.987,zouk,Swing,0,,,,,
Happy Mondays,madchester,1,342.59546,0.682101282,-9.616,Bummed,101.831,alternative dance,"Wrote For Luck (12"" - Remastered version)",1988,,,,,
Flutlicht,,0,513.56689,0.447804201,-5.957,Ahmea,140.997,hard trance,Ahmea,2000,,,,,
Alain Souchon,french,2,231.31383,0.638472268,-9.711,Collection,103.414,chanson,Le Bagad De Lann Bihoue,0,,,,,
Mil featuring Memphis Bleek,,0,265.29914,0.640971683,-7.891,Street Scriptures,211.987,visual kei,Street Sh***,0,,,,,
Prince With 94 East,,0,364.5122,0.432529659,-12.998,Prince With 94 East's You Can Be My Teacher,85.006,disco,Dance To The Music Of The World - Original Re-Mix (Practice Session),0,,,,,
Fiasko,,0,403.19955,0.407548915,-7.668,Hot Rod,126.031,tech house,Hot Rod,0,,,,,
Flickerstick,,0,280.89424,0.625806928,-6.305,Causing A Catastrophe (Live),168.099,post-grunge,Coke (Live),0,,,,,
Bobby Darin,american,2,203.57179,0.704411407,-23.112,Bobby Darin Sings Ray Charles,66.232,brill building pop,Drown In My Own Tears (LP Version),0,,,,,
John Michael Talbot,,0,170.44853,0.558245309,-19.725,Meditations In The Spirit,101.905,ccm,Fan Into Flame,0,,,,,
Malina,,0,232.04526,0.470753932,-6.184,Malina.Org.azm.ru,98.663,crunk,Druzya,0,,,,,
A Skylit Drive,,0,88.86812,0.841136406,-5.864,She Watched The Sky,139.238,progressive metal,Ability To Create A War,2007,,,,,
Daughters,,0,52.11383,0.676869597,-4.271,Canada Songs,80.992,math-core,Pants_ Meet Shit,2003,,,,,
The Waybacks,folk,1,288.49587,0.530630809,-13.915,Devolver,240.983,bluegrass,McHattie's Waltz,2000,,,,,
Maurice Chevalier,french,1,185.39057,0.502462602,-14.263,Le plus grandes chansons,113.689,chanson,Aa S'est PassA(c) Un Dimanche,0,,,,,
Dropkick Murphys,folk punk,2,186.01751,0.79309437,-4.999,The Gangs All Here,182.518,celtic punk,Going Strong (Album Version),0,,,,,
Josie,,0,303.20281,0.444546794,-11.321,Unkunvenshunal Girl,107.829,folk-pop,Heavy Heart (Album Version),0,,,,,
Dendemann,,0,205.13914,0.572051287,-3.094,Abersowasvonlive,126.892,progressive house,DendemA$?nner braucht das Land,2006,,,,,
AndrA(c) Verchuren,,0,165.04118,0.360729206,-11.222,Les Increvables N1,198.736,chanson,Un P'Tit Brin De Musette,2001,,,,,
Amorphis,finnish,1,280.97261,0.709010525,-4.167,My Kantele,131.191,progressive metal,And I Hear You Call,1997,,,,,
Dave Alvin,,0,354.19383,0.556721481,-15.241,Ashgrove,121.171,roots rock,Somewhere In Time,0,,,,,
BeyoncA(c),hip hop rnb and dance hall,1,466.05016,0.889460725,-6.593,Single Ladies (Put A Ring On It) - Dance Remixes,84.1,hip hop,Single Ladies (Put A Ring On It),2008,,,,,
Illya Kuryaki And The Valderramas,,0,233.97832,0.58763068,-10.819,Ninja Mental - Unplugged MTV,154.028,progressive house,Ninja Mental,1996,,,,,
G Unit feat. 50 Cent,hip hop rnb and dance hall,1,101.43302,0.056017386,-14.158,Tha Gangsta Mix,75,rap,Tony Yayo Explosion,2002,,,,,
Robben Ford,jazz and blues,1,278.96118,0.604820432,-13.908,Talk To Your Daughter,91.247,blues-rock,Ain't Got Nothin' But The Blues (Album Version),1988,,,,,
Ultimate Fakebook,,0,183.27465,0.491695071,-3.177,This Will Be Laughing Week,163.604,power pop,Soaked In Cinnamon,0,,,,,
Information Society,electronic,2,68.362,0.567510986,-19.776,Information Society,149.91,freestyle,Make It Funky (Album Version),1988,,,,,
Call To Preserve,,0,165.82485,0.634764556,-4.829,Unsinkable,189.824,straight edge,Now And Forever,2006,,,,,
Belle and Sebastian,jangle pop,1,226.92526,0.744734767,-9.67,The BBC Sessions,165.038,indie pop,I Could Be Dreaming,1996,,,,,
GWAR,,0,159.68608,0.687023631,-8.871,This Toilet Earth,136.211,comedy rock,Slap U Around,1994,,,,,
LeA3n Gieco,favorite argentinian,1,218.5922,0.562614768,-5.41,Un Leon Demente,124.004,folk rock,La MamA! De Jimmy,1999,,,,,
Little Capes,,0,289.64526,0.13278712,-8.603,Reggae Deluxe,112.838,dancehall,Like A Freza,0,,,,,
